,name,display_name,description
1170,eburgeri_homolog_chromosome,Hagfish chromosome/scaffold name,
1171,acchrysaetos_homolog_ds,dS with Golden eagle,
1172,ocuniculus_homolog_orthology_type,Rabbit homology type,
1173,clanigera_homolog_goc_score,Long-tailed chinchilla Gene-order conservation score,
1174,vpacos_homolog_perc_id,%id. target Alpaca gene identical to query gene,
1175,strutta_homolog_perc_id_r1,%id. query gene identical to target River trout gene,
1176,oniloticus_homolog_orthology_confidence,"Nile tilapia orthology confidence [0 low, 1 high]",
1177,mundulatus_homolog_orthology_confidence,"Budgerigar orthology confidence [0 low, 1 high]",
1178,oprinceps_homolog_dn,dN with Pika,
1179,odegus_homolog_wga_coverage,Degu Whole-genome alignment coverage,
1180,tmhmm_end,Transmembrane helices end,
1181,snp_start_position,,
1182,cgobio_homolog_perc_id_r1,%id. query gene identical to target Channel bull blenny gene,
1183,sharrisii_homolog_dn,dN with Tasmanian devil,
1184,snp_external_gene_name,,
1185,mcaroli_homolog_associated_gene_name,Ryukyu mouse gene name,
1186,lcalcarifer_homolog_ds,dS with Barramundi perch,
1187,mlucifugus_homolog_orthology_type,Microbat homology type,
1188,fheteroclitus_homolog_chromosome,Mummichog chromosome/scaffold name,
1189,bsplendens_homolog_perc_id,%id. target Siamese fighting fish gene identical to query gene,
1190,mleucophaeus_homolog_ensembl_gene,Drill gene stable ID,
1191,dnovemcinctus_homolog_subtype,Last common ancestor with Armadillo,
1192,etelfairi_homolog_dn,dN with Lesser hedgehog tenrec,
1193,illumina_humanwg_6_v3,ILLUMINA HumanWG 6 V3 probe,
1194,csemilaevis_homolog_goc_score,Tongue sole Gene-order conservation score,
1195,transcript_id_key,,
1196,acitrinellus_homolog_perc_id,%id. target Midas cichlid gene identical to query gene,
1197,snp_gene_stable_id_version,,
1198,sequence_str_chrom_name,,
1199,marmatus_homolog_chrom_start,Zig-zag eel chromosome/scaffold start (bp),
1200,olhsok_homolog_chrom_start,Japanese medaka HSOK chromosome/scaffold start (bp),
1201,drerio_homolog_dn,dN with Zebrafish,
1202,homologs_percentage_gc_content,,
1203,drerio_homolog_perc_id,%id. target Zebrafish gene identical to query gene,
1204,clone_based_ensembl_gene,Clone-based (Ensembl) gene ID,
1205,choffmanni_homolog_orthology_type,Sloth homology type,
1206,pcinereus_homolog_subtype,Last common ancestor with Koala,
1207,marmatus_homolog_orthology_type,Zig-zag eel homology type,
1208,rferrumequinum_homolog_subtype,Last common ancestor with Greater horseshoe bat,
1209,pcapensis_homolog_wga_coverage,Hyrax Whole-genome alignment coverage,
1210,olhni_homolog_chrom_end,Japanese medaka HNI chromosome/scaffold end (bp),
1211,oaureus_homolog_subtype,Last common ancestor with Blue tilapia,
1212,tbelangeri_homolog_chrom_start,Tree Shrew chromosome/scaffold start (bp),
1213,pmarinus_homolog_goc_score,Lamprey Gene-order conservation score,
1214,gagassizii_homolog_canonical_transcript_protein,Query protein or transcript ID,
1215,snp_external_gene_source,,
1216,nleucogenys_homolog_orthology_confidence,"Gibbon orthology confidence [0 low, 1 high]",
1217,bbbison_homolog_perc_id_r1,%id. query gene identical to target American bison gene,
1218,dclupeoides_homolog_associated_gene_name,Denticle herring gene name,
1219,clanigera_homolog_wga_coverage,Long-tailed chinchilla Whole-genome alignment coverage,
1220,xmaculatus_homolog_dn,dN with Platyfish,
1221,ggallus_homolog_chromosome,Chicken chromosome/scaffold name,
1222,uamericanus_homolog_dn,dN with American black bear,
1223,ssalar_homolog_perc_id,%id. target Atlantic salmon gene identical to query gene,
1224,sscrofa_homolog_associated_gene_name,Pig gene name,
1225,ppaniscus_homolog_chromosome,Bonobo chromosome/scaffold name,
1226,structure_cds_start,,
1227,preticulata_homolog_subtype,Last common ancestor with Guppy,
1228,lcanadensis_homolog_dn,dN with Canada lynx,
1229,btaurus_homolog_wga_coverage,Cow Whole-genome alignment coverage,
1230,mmurinus_homolog_ensembl_gene,Mouse Lemur gene stable ID,
1231,saurata_homolog_dn,dN with Gilthead seabream,
1232,mdomestica_homolog_dn,dN with Opossum,
1233,marmatus_homolog_orthology_confidence,"Zig-zag eel orthology confidence [0 low, 1 high]",
1234,mspicilegus_homolog_orthology_type,Steppe mouse homology type,
1235,eaasinus_homolog_orthology_type,Donkey homology type,
1236,pranga_homolog_orthology_confidence,"Indian glassy fish orthology confidence [0 low, 1 high]",
1237,mfascicularis_homolog_ensembl_peptide,Crab-eating macaque protein or transcript stable ID,
1238,eburgeri_homolog_subtype,Last common ancestor with Hagfish,
1239,anancymaae_homolog_ensembl_peptide,Ma's night monkey protein or transcript stable ID,
1240,mdomestica_homolog_ds,dS with Opossum,
1241,olhsok_homolog_associated_gene_name,Japanese medaka HSOK gene name,
1242,structure_transcript_version,,
1243,cgpicr_homolog_subtype,Last common ancestor with Chinese hamster PICR,
1244,ppardus_homolog_chrom_end,Leopard chromosome/scaffold end (bp),
1245,mauratus_homolog_orthology_type,Golden Hamster homology type,
1246,snp_end_position,,
1247,sformosus_homolog_ensembl_peptide,Asian bonytongue protein or transcript stable ID,
1248,cdromedarius_homolog_subtype,Last common ancestor with Arabian camel,
1249,hgmale_homolog_chrom_start,Naked mole-rat male chromosome/scaffold start (bp),
1250,rferrumequinum_homolog_ensembl_peptide,Greater horseshoe bat protein or transcript stable ID,
1251,choffmanni_homolog_chrom_end,Sloth chromosome/scaffold end (bp),
1252,pranga_homolog_perc_id_r1,%id. query gene identical to target Indian glassy fish gene,
1253,panubis_homolog_goc_score,Olive baboon Gene-order conservation score,
1254,eelectricus_homolog_canonical_transcript_protein,Query protein or transcript ID,
1255,ptephrosceles_homolog_ensembl_peptide,Ugandan red Colobus protein or transcript stable ID,
1256,sldorsalis_homolog_perc_id_r1,%id. query gene identical to target Yellowtail amberjack gene,
1257,pnattereri_homolog_ensembl_gene,Red-bellied piranha gene stable ID,
1258,ensembl_gene_id_version,Gene stable ID version,Versionned stable ID of the Gene
1259,structure_cds_length,,
1260,bgrunniens_homolog_chrom_end,Domestic yak chromosome/scaffold end (bp),
1261,amelanoleuca_homolog_chromosome,Panda chromosome/scaffold name,
1262,acitrinellus_homolog_goc_score,Midas cichlid Gene-order conservation score,
1263,mdomestica_homolog_goc_score,Opossum Gene-order conservation score,
1264,oprinceps_homolog_associated_gene_name,Pika gene name,
1265,ssalar_homolog_orthology_type,Atlantic salmon homology type,
1266,fcatus_homolog_goc_score,Cat Gene-order conservation score,
1267,oprinceps_homolog_wga_coverage,Pika Whole-genome alignment coverage,
1268,nleucogenys_homolog_chrom_end,Gibbon chromosome/scaffold end (bp),
1269,xtropicalis_homolog_chrom_start,Tropical clawed frog chromosome/scaffold start (bp),
1270,affy_hugene_1_0_st_v1,AFFY HuGene 1 0 st v1 probe,
1271,eelectricus_homolog_ensembl_gene,Electric eel gene stable ID,
1272,sldorsalis_homolog_perc_id,%id. target Yellowtail amberjack gene identical to query gene,
1273,snp_som_start_position,,
1274,pcinereus_homolog_perc_id,%id. target Koala gene identical to query gene,
1275,dordii_homolog_orthology_type,Kangaroo rat homology type,
1276,ecalabaricus_homolog_orthology_confidence,"Reedfish orthology confidence [0 low, 1 high]",
1277,mcaroli_homolog_ds,dS with Ryukyu mouse,
1278,hburtoni_homolog_dn,dN with Burton's mouthbrooder,
1279,olhsok_homolog_wga_coverage,Japanese medaka HSOK Whole-genome alignment coverage,
1280,rferrumequinum_homolog_chrom_start,Greater horseshoe bat chromosome/scaffold start (bp),
1281,pvitticeps_homolog_dn,dN with Central bearded dragon,
1282,ptephrosceles_homolog_subtype,Last common ancestor with Ugandan red Colobus,
1283,affy_hg_u133_plus_2,AFFY HG U133 Plus 2 probe,
1284,vursinus_homolog_chromosome,Common wombat chromosome/scaffold name,
1285,lcoronata_homolog_chrom_start,Blue-crowned manakin chromosome/scaffold start (bp),
1286,cdromedarius_homolog_ensembl_peptide,Arabian camel protein or transcript stable ID,
1287,sorbicularis_homolog_ensembl_gene,Orbiculate cardinalfish gene stable ID,
1288,mmmarmota_homolog_associated_gene_name,Alpine marmot gene name,
1289,mochrogaster_homolog_associated_gene_name,Prairie vole gene name,
1290,smerianae_homolog_orthology_type,Argentine black and white tegu homology type,
1291,ccapucinus_homolog_chrom_end,Capuchin chromosome/scaffold end (bp),
1292,pkingsleyae_homolog_associated_gene_name,Paramormyrops kingsleyae gene name,
1293,smerianae_homolog_perc_id,%id. target Argentine black and white tegu gene identical to query gene,
1294,pformosa_homolog_orthology_type,Amazon molly homology type,
1295,marmatus_homolog_ensembl_gene,Zig-zag eel gene stable ID,
1296,lcanadensis_homolog_associated_gene_name,Canada lynx gene name,
1297,enaucrates_homolog_wga_coverage,Live sharksucker Whole-genome alignment coverage,
1298,acchrysaetos_homolog_canonical_transcript_protein,Query protein or transcript ID,
1299,ensembl_transcript_id_version,Transcript stable ID version,Versionned stable ID of the Transcript
1300,acchrysaetos_homolog_perc_id,%id. target Golden eagle gene identical to query gene,
1301,fcatus_homolog_wga_coverage,Cat Whole-genome alignment coverage,
1302,oaureus_homolog_orthology_type,Blue tilapia homology type,
1303,strutta_homolog_subtype,Last common ancestor with River trout,
1304,psimus_homolog_ds,dS with Greater bamboo lemur,
1305,psinensis_homolog_wga_coverage,Chinese softshell turtle Whole-genome alignment coverage,
1306,pmbairdii_homolog_orthology_confidence,"Northern American deer mouse orthology confidence [0 low, 1 high]",
1307,jhyemalis_homolog_ds,dS with Dark-eyed junco,
1308,sldorsalis_homolog_canonical_transcript_protein,Query protein or transcript ID,
1309,homologs_transcript_count,,
1310,mvitellinus_homolog_dn,dN with Golden-collared manakin,
1311,bmutus_homolog_orthology_confidence,"Wild yak orthology confidence [0 low, 1 high]",
1312,ngalili_homolog_orthology_type,Upper Galilee mountains blind mole rat homology type,
1313,oprinceps_homolog_orthology_type,Pika homology type,
1314,vvulpes_homolog_goc_score,Red fox Gene-order conservation score,
1315,mmusculus_homolog_canonical_transcript_protein,Query protein or transcript ID,
1316,saurata_homolog_ensembl_gene,Gilthead seabream gene stable ID,
1317,hgfemale_homolog_orthology_confidence,"Naked mole-rat female orthology confidence [0 low, 1 high]",
1318,sldorsalis_homolog_ensembl_peptide,Yellowtail amberjack protein or transcript stable ID,
1319,bbbison_homolog_chrom_end,American bison chromosome/scaffold end (bp),
1320,cfamiliaris_homolog_goc_score,Dog Gene-order conservation score,
1321,csyrichta_homolog_ensembl_peptide,Tarsier protein or transcript stable ID,
1322,ttruncatus_homolog_chrom_start,Dolphin chromosome/scaffold start (bp),
1323,goslim_goa_description,GOSlim GOA Description,
1324,ttruncatus_homolog_orthology_confidence,"Dolphin orthology confidence [0 low, 1 high]",
1325,bihybrid_homolog_chromosome,Hybrid - Bos Indicus chromosome/scaffold name,
1326,pmbairdii_homolog_associated_gene_name,Northern American deer mouse gene name,
1327,mmmarmota_homolog_chrom_end,Alpine marmot chromosome/scaffold end (bp),
1328,ttruncatus_homolog_canonical_transcript_protein,Query protein or transcript ID,
1329,nleucogenys_homolog_ds,dS with Gibbon,
1330,omelastigma_homolog_ds,dS with Indian medaka,
1331,tmhmm_start,Transmembrane helices start,
1332,mnemestrina_homolog_chrom_end,Pig-tailed macaque chromosome/scaffold end (bp),
1333,mmulatta_homolog_chrom_end,Macaque chromosome/scaffold end (bp),
1334,eaasinus_homolog_dn,dN with Donkey,
1335,chircus_homolog_canonical_transcript_protein,Query protein or transcript ID,
1336,smaximus_homolog_ensembl_peptide,Turbot protein or transcript stable ID,
1337,scerevisiae_homolog_chrom_end,Saccharomyces cerevisiae chromosome/scaffold end (bp),
1338,pformosa_homolog_perc_id_r1,%id. query gene identical to target Amazon molly gene,
1339,mcaroli_homolog_wga_coverage,Ryukyu mouse Whole-genome alignment coverage,
1340,hgmale_homolog_dn,dN with Naked mole-rat male,
1341,cldingo_homolog_ensembl_peptide,Dingo protein or transcript stable ID,
1342,mmulatta_homolog_canonical_transcript_protein,Query protein or transcript ID,
1343,cgchok1gshd_homolog_goc_score,Chinese hamster CHOK1GS Gene-order conservation score,
1344,rroxellana_homolog_perc_id,%id. target Golden snub-nosed monkey gene identical to query gene,
1345,olhni_homolog_chromosome,Japanese medaka HNI chromosome/scaffold name,
1346,seq_edits,seq_edits,
1347,cjacchus_homolog_chrom_start,Marmoset chromosome/scaffold start (bp),
1348,hgfemale_homolog_perc_id,%id. target Naked mole-rat female gene identical to query gene,
1349,Source_name,Source name,
1350,cgobio_homolog_subtype,Last common ancestor with Channel bull blenny,
1351,mmurinus_homolog_subtype,Last common ancestor with Mouse Lemur,
1352,marmatus_homolog_goc_score,Zig-zag eel Gene-order conservation score,
1353,itridecemlineatus_homolog_subtype,Last common ancestor with Squirrel,
1354,dclupeoides_homolog_dn,dN with Denticle herring,
1355,ngalili_homolog_dn,dN with Upper Galilee mountains blind mole rat,
1356,mzebra_homolog_dn,dN with Zebra mbuna,
1357,cdromedarius_homolog_orthology_type,Arabian camel homology type,
1358,tnigroviridis_homolog_associated_gene_name,Tetraodon gene name,
1359,mim_gene_accession,MIM gene accession,
1360,cabingdonii_homolog_canonical_transcript_protein,Query protein or transcript ID,
1361,mpfuro_homolog_wga_coverage,Ferret Whole-genome alignment coverage,
1362,olhsok_homolog_subtype,Last common ancestor with Japanese medaka HSOK,
1363,sorbicularis_homolog_associated_gene_name,Orbiculate cardinalfish gene name,
1364,ipunctatus_homolog_ds,dS with Channel catfish,
1365,tbelangeri_homolog_goc_score,Tree Shrew Gene-order conservation score,
1366,cintestinalis_homolog_chrom_end,C.intestinalis chromosome/scaffold end (bp),
1367,lcanadensis_homolog_chrom_start,Canada lynx chromosome/scaffold start (bp),
1368,xtropicalis_homolog_subtype,Last common ancestor with Tropical clawed frog,
1369,polyphen_score_2076,PolyPhen score,
1370,csabaeus_homolog_chrom_start,Vervet-AGM chromosome/scaffold start (bp),
1371,dnovemcinctus_homolog_ensembl_peptide,Armadillo protein or transcript stable ID,
1372,eburgeri_homolog_perc_id_r1,%id. query gene identical to target Hagfish gene,
1373,rroxellana_homolog_chrom_end,Golden snub-nosed monkey chromosome/scaffold end (bp),
1374,ipunctatus_homolog_orthology_type,Channel catfish homology type,
1375,ccapucinus_homolog_canonical_transcript_protein,Query protein or transcript ID,
1376,caperea_homolog_perc_id_r1,%id. query gene identical to target Brazilian guinea pig gene,
1377,ngalili_homolog_ensembl_gene,Upper Galilee mountains blind mole rat gene stable ID,
1378,interpro_end,Interpro end,
1379,platipinna_homolog_chrom_end,Sailfin molly chromosome/scaffold end (bp),
1380,ppaniscus_homolog_perc_id,%id. target Bonobo gene identical to query gene,
1381,csabaeus_homolog_chrom_end,Vervet-AGM chromosome/scaffold end (bp),
1382,dordii_homolog_subtype,Last common ancestor with Kangaroo rat,
1383,jhyemalis_homolog_orthology_confidence,"Dark-eyed junco orthology confidence [0 low, 1 high]",
1384,applatyrhynchos_homolog_subtype,Last common ancestor with Duck,
1385,tigrfam_start,TIGRFAM start,
1386,olatipes_homolog_associated_gene_name,Japanese medaka HdrR gene name,
1387,mundulatus_homolog_perc_id_r1,%id. query gene identical to target Budgerigar gene,
1388,lcoronata_homolog_orthology_type,Blue-crowned manakin homology type,
1389,mleucophaeus_homolog_perc_id_r1,%id. query gene identical to target Drill gene,
1390,ccanadensis_homolog_ensembl_peptide,American beaver protein or transcript stable ID,
1391,umaritimus_homolog_ds,dS with Polar bear,
1392,csyrichta_homolog_chromosome,Tarsier chromosome/scaffold name,
1393,trubripes_homolog_wga_coverage,Fugu Whole-genome alignment coverage,
1394,cintestinalis_homolog_subtype,Last common ancestor with C.intestinalis,
1395,clanigera_homolog_dn,dN with Long-tailed chinchilla,
1396,cporosus_homolog_associated_gene_name,Australian saltwater crocodile gene name,
